"Claim No","State","CLASS","Gender","Age","Claim Amount"
"H02305","STATE 03","C1 ","F",68,1560.42
"H02306","STATE 15","C7 ","M",68,1501.05
"H02307","STATE 06","C71","M",68,1402.18
"H02308","STATE 15","C11","F",68,1379.16
"H02309","STATE 04","C7 ","F",68,1369.74
"H02310","STATE 15","C7 ","M",68,1301.51
"H02311","STATE 15","C71","F",68,1246.51
"H02312","STATE 15","C71","M",68,1237.83
"H02313","STATE 04","C7 ","M",68,1172.82
"H02314","STATE 15","C1 ",,68,1165.76
"H02315","STATE 15","C1 ","M",68,1152.17
"H02316","STATE 04","F7 ","M",68,1150.87
"H02317","STATE 15","C71","M",68,1144.04
"H02318","STATE 04","C7 ","F",68,1060.6
"H02319","STATE 14","C1 ","M",68,1054.03
"H02320","STATE 06","C7 ","M",68,1050
"H02321","STATE 04","C7A","M",68,1048.69
"H02322","STATE 06","C1B","F",68,1046.32
"H02323","STATE 02","C1 ","M",68,1000
"H02324","STATE 03","C7B","F",68,1000
"H02325","STATE 15","C11","F",68,983.48
"H02326","STATE 04","C7B","M",68,968.31
"H02327","STATE 15","C7 ","F",68,961.54
"H02328","STATE 04","C71","M",68,946.38
"H02329","STATE 15","C11","M",68,924.7
"H02330","STATE 15","C71","F",68,918.99
"H02331","STATE 15","C72","F",68,914.26
"H02332","STATE 02","C1 ",,68,897.96
"H02333","STATE 01","C1 ","M",68,874.67
"H02334","STATE 02","C1 ","M",68,866.26
"H02335","STATE 10","C7 ","F",68,847.65
"H02336","STATE 06","C7 ","F",68,846.39
"H02337","STATE 06","C7B","M",68,834.83
"H02338","STATE 13","C71","M",68,825.66
"H02339","STATE 15","C1 ","M",68,817.5
"H02340","STATE 02","C7 ","F",68,797.92
"H02341","STATE 06","C1 ","M",68,797.06
"H02342","STATE 15","C1 ","F",68,774.88
"H02343","STATE 02","C71","M",68,764.19
"H02344","STATE 02","C7 ","F",68,749.38
"H02345","STATE 02","C11","M",68,748.45
"H02346","STATE 15","C1C","M",68,692.37
"H02347","STATE 17","C7 ","M",68,682.85
"H02348","STATE 10","C11","M",68,677.66
"H02349","STATE 15","C7 ","F",68,676
"H02350","STATE 15","C1 ","M",68,670.27
"H02351","STATE 15","F7 ",,68,658.28
"H02352","STATE 15","C1 ",,68,647.18
"H02353","STATE 17","C71","M",68,604.95
"H02354","STATE 04","C7 ","M",68,585.34
"H02355","STATE 06","C1 ","F",68,568.02
"H02356","STATE 02","C1 ","F",68,565.02
"H02357","STATE 15","C11","F",68,559.98
"H02358","STATE 07","C71","M",68,550
"H02359","STATE 15","C71","M",68,539.26
"H02360","STATE 07","F71","M",68,529.28
"H02361","STATE 15","C11","F",68,518.95
"H02362","STATE 15","C1 ","M",68,513.66
"H02363","STATE 07","C71","M",68,499.18
"H02364","STATE 10","C1 ","F",68,491.87
"H02365","STATE 15","C11","F",68,471.03
"H02366","STATE 02","C1 ","F",68,464.51
"H02367","STATE 02","C7 ","M",68,456.87
"H02368","STATE 03","C71","M",68,440.87
"H02369","STATE 02","F7 ","M",68,437.38
"H02370","STATE 04","C7 ","F",68,436.87
"H02371","STATE 04","C71","M",68,401.05
"H02372","STATE 10","C1 ","F",,398.2
"H02373","STATE 15","C11","F",68,388.03
"H02374","STATE 15","C7 ","M",68,386.96
"H02375","STATE 17","C71","M",68,386.12
"H02376","STATE 15","C72","M",68,377.54
"H02377","STATE 14","C1 ","M",68,374.71
"H02378","STATE 17","C7 ","M",68,357.94
"H02379","STATE 02","C7 ","F",68,356.9
"H02380","STATE 15","C71","F",68,356.06
"H02381","STATE 01","C7 ","M",68,348.75
"H02382","STATE 15","C7 ","M",68,344.66
"H02383","STATE 04","C7A","F",68,340.34
"H02384","STATE 15","C71","M",68,326.4
"H02385","STATE 15","C11","M",68,321.73
"H02386","STATE 06","C11","F",68,320.56
"H02387","STATE 15","C71","F",68,320.27
"H02388","STATE 15","C11","M",68,316
"H02389","STATE 04","C71","F",68,310.17
"H02390","STATE 12","C1B","M",,309.77
"H02391","STATE 07","C7 ","F",68,303
"H02392","STATE 06","C1 ","F",68,300
"H02393","STATE 02","C7B","M",68,298.52
"H02394","STATE 10","C71","F",68,262.08
"H02395","STATE 15","C71","M",68,200
"H02396","STATE 15","C1 ","F",68,198.98
"H02397","STATE 15","C11","M",68,174.71
"H02398","STATE 02","C7 ","M",68,148.39
"H02399","STATE 12","C71","M",68,135
"H02400","STATE 15","F7 ","M",68,128.18
"H02401","STATE 02","C7 ","M",68,127.09
"H02402","STATE 17","C71","F",68,70.98
"H02403","STATE 04","C71",,68,49.95
"H02404","STATE 15","C11","M",,47.52
"H02405","STATE 02","C7 ","M",67,
"H02406","STATE 15","C1A","F",67,11458.07
"H02407","STATE 15","C7A","F",67,9112.54
"H02408","STATE 10","C71","F",67,8969.76
"H02409","STATE 15","C1 ","F",67,
"H02410","STATE 12","C7 ",,67,7827.74
"H02411","STATE 01","F71","M",67,6594.66
"H02412","STATE 07","C7 ","F",67,
"H02413","STATE 07","C7B","F",67,
"H02414","STATE 06","C72","M",67,5624.94
"H02415","STATE 03","C7 ","F",67,5381.14
"H02416","STATE 15","C11","M",67,
"H02417","STATE 02","C7 ","F",67,
"H02418","STATE 10","C11","F",67,4495.48
"H02419","STATE 02","F7 ","M",67,4263.99
"H02420","STATE 17","C7 ","F",67,4229
"H02421","STATE 01","F71","M",67,3887.76
"H02422","STATE 10","C1 ","F",67,3864.39
"H02423","STATE 06","C7A","M",67,3697.38
"H02424","STATE 04","C7 ","F",,3656.77
"H02425","STATE 04","C7B","M",67,3404.82
"H02426","STATE 02","C71","M",67,3348.34
"H02427","STATE 06","C7B","F",67,3140.79
"H02428","STATE 12","C11","F",67,3008.21
"H02429","STATE 06","C7 ","F",67,2945.63
"H02430","STATE 02","C11","M",67,2928.92
"H02431","STATE 02","C71","F",67,2688.04
"H02432","STATE 03","C11","F",67,2547.5
"H02433","STATE 15","C71","M",67,2545.12
"H02434","STATE 01","C1 ","M",67,2496.15
"H02435","STATE 15","C7B","M",,2407.52
"H02436","STATE 03","C1A","M",67,2300.04
"H02437","STATE 04","C71","M",67,2276.5
"H02438","STATE 04","C71","F",67,2200.63
"H02439","STATE 02","C1 ","M",67,2194.65
"H02440","STATE 06","C7C","F",67,2180.31
"H02441","STATE 03","C11","M",67,2170.84
"H02442","STATE 02","C1 ","M",67,2129.17
"H02443","STATE 04","C7 ","M",67,2106.39
"H02444","STATE 02","C1 ","M",67,2102.34
"H02445","STATE 17","C71","F",67,2096.64
"H02446","STATE 15","C71","F",67,2064.12
"H02447","STATE 17","C71","M",67,2062.48
"H02448","STATE 02","C7 ","M",67,2017.28
"H02449","STATE 17","C7 ","M",67,1977.88
"H02450","STATE 04","C7 ","M",67,1918.8
"H02451","STATE 17","C7 ","F",67,1845.23
"H02452","STATE 17","C71","M",67,1761.6
"H02453","STATE 15","C71","M",67,1761.25
"H02454","STATE 15","C11","F",67,1730.61
"H02455","STATE 13","C7 ","F",67,1695.14
"H02456","STATE 02","C71","F",67,1678.17
"H02457","STATE 02","C11","M",67,1651.86
"H02458","STATE 15","C71","M",67,1646.25
"H02459","STATE 07","C71",,67,1638.31
"H02460","STATE 13","C2 ","F",67,1609.5
"H02461","STATE 15","C7B","M",67,1482.45
"H02462","STATE 02","C1 ","F",67,1480.93
"H02463","STATE 10","C11",,67,1475.42
"H02464","STATE 15","C7A","M",67,1455.9
"H02465","STATE 14","C7 ","M",67,1454.96
"H02466","STATE 04","C71","F",67,1441.56
"H02467","STATE 02","C1 ","M",67,1432.32
"H02468","STATE 15","C1 ","F",67,1404.71
"H02469","STATE 06","C1 ","M",67,1355.5
"H02470","STATE 02","C7 ","M",67,1348.93
"H02471","STATE 15","C7A","F",67,1288
"H02472","STATE 06","C11","F",67,1253.03
"H02473","STATE 07","C7 ","F",67,1238.2
"H02474","STATE 07","C7 ","M",67,1216.8
"H02475","STATE 02","C7 ","M",67,1211.25
"H02476","STATE 14","C71","M",67,1189.96
"H02477","STATE 15","C11","M",67,1164.3
"H02478","STATE 02","C11","M",67,1113.94
"H02479","STATE 15","C11","F",67,1112.19
"H02480","STATE 17","C71","M",67,1090.41
"H02481","STATE 14","C7 ","F",67,1075.68
"H02482","STATE 17","C71","M",67,1040.42
"H02483","STATE 15","C71","M",67,979.54
"H02484","STATE 02","F1 ","M",67,940.28
"H02485","STATE 02","C1 ","M",67,925.47
"H02486","STATE 03","C7 ","M",67,925
"H02487","STATE 15","C1B","M",67,905.7
"H02488","STATE 03","C7 ","F",67,886.45
"H02489","STATE 06","C1 ","F",67,882.54
"H02490","STATE 07","C71","M",67,875.6
"H02491","STATE 15","C7 ","M",67,862.02
"H02492","STATE 15","C11","F",67,852.22
"H02493","STATE 03","C1 ","M",67,850
"H02494","STATE 06","C71","F",67,850
"H02495","STATE 02","C11","F",67,817.63
"H02496","STATE 04","C7 ","M",67,808.2
"H02497","STATE 04","C7B","M",67,802.74
"H02498","STATE 15","C7 ","M",67,740.68
"H02499","STATE 13","C11","M",67,735.66
"H02500","STATE 02","C7B","F",67,700
"H02501","STATE 04","C7 ","M",67,700
"H02502","STATE 10","C71","M",67,691.53
"H02503","STATE 15","C7 ","F",67,666.6
"H02504","STATE 12","C11","F",67,665.5
"H02505","STATE 15","C7 ","M",67,665.46
"H02506","STATE 14","C71","F",67,648.98
"H02507","STATE 06","C7 ","M",67,645.37
"H02508","STATE 02","F7 ",,67,639.49
"H02509","STATE 15","C7A","M",67,637.65
"H02510","STATE 06","C1 ","M",67,613.75
"H02511","STATE 15","C7 ","F",67,604.33
"H02512","STATE 15","C7 ","M",67,600.11
"H02513","STATE 07","C7 ","M",67,589.01
"H02514","STATE 02","C7 ","F",67,578.69
"H02515","STATE 04","C7B","M",67,572.44
"H02516","STATE 15","C7A","M",67,571.84
"H02517","STATE 15","C71","M",67,538.34
"H02518","STATE 02","C71","M",67,536.96
"H02519","STATE 15","C7 ","F",67,524
"H02520","STATE 15","C7B","M",67,515.3
"H02521","STATE 15","F71",,67,498.48
"H02522","STATE 12","C11","M",67,486.28
"H02523","STATE 02","C1 ","M",,481.38
"H02524","STATE 15","F71","M",67,479.01
"H02525","STATE 12","C1B","F",67,477.16
"H02526","STATE 15","C11","M",67,475.16
"H02527","STATE 04","C7 ","M",67,470
"H02528","STATE 10","C71","F",67,463.58
"H02529","STATE 02","C7 ","M",67,455.7
"H02530","STATE 12","C1 ","M",67,443.19
"H02531","STATE 15","C7B","M",67,442.33
"H02532","STATE 15","C11","F",,442.09
"H02533","STATE 02","C1A","M",67,420.68
"H02534","STATE 02","C7 ","F",67,417.18
"H02535","STATE 06","C1 ","F",67,414.95
"H02536","STATE 02","C11","M",67,412.47
"H02537","STATE 02","C7 ","F",67,399.13
"H02538","STATE 14","F7 ","F",67,385.2
"H02539","STATE 04","C7B","F",,383.73
"H02540","STATE 04","C71","M",67,369.02
"H02541","STATE 04","C7 ","M",67,367
"H02542","STATE 07","C7 ","M",67,351.35
"H02543","STATE 17","C7 ","F",67,348.75
"H02544","STATE 06","C71","F",67,346.79
"H02545","STATE 17","C7 ","M",67,323
"H02546","STATE 04","C7 ","F",67,322.5
"H02547","STATE 15","F11","M",67,318.04
"H02548","STATE 04","C7 ","M",67,313.48
"H02549","STATE 02","F71","F",67,296.48
"H02550","STATE 15","C1 ","M",67,292.39
"H02551","STATE 02","C71","M",67,283.61
"H02552","STATE 01","C1 ","F",67,253.12
"H02553","STATE 15","C11","M",67,251.09
"H02554","STATE 17","C7 ","M",67,244.23
"H02555","STATE 04","C71","M",67,238.23
"H02556","STATE 02","C7 ","M",67,221.75
"H02557","STATE 15","C7 ","M",67,182.48
"H02558","STATE 15","C7 ","F",67,181.35
"H02559","STATE 07","C7 ","M",67,156.05
"H02560","STATE 15","C7 ","F",67,151.92
"H02561","STATE 15","C1B","M",67,132
"H02562","STATE 15","C1 ","F",67,100
"H02563","STATE 15","C1B","M",67,37.68
"H02564","STATE 04","C7 ","M",67,32
"H02565","STATE 04","C7 ","M",,14753.58
"H02566","STATE 15","C1 ","F",66,12420.05
"H02567","STATE 15","C71","M",66,11545.27
"H02568","STATE 03","C71","F",66,11288.76
"H02569","STATE 04","C7B","M",66,10175.27
"H02570","STATE 15","C7 ","M",66,8544.82
"H02571","STATE 10","C11","F",66,7910.74
"H02572","STATE 15","C71","F",66,7362.9
"H02573","STATE 14","C7 ","M",66,7113.71
"H02574","STATE 04","C71","M",66,
"H02575","STATE 15","C7B","M",66,6307.3
"H02576","STATE 02","C7B","M",66,6277.84
"H02577","STATE 03","C71","F",66,6203.72
"H02578","STATE 07","C7 ","F",66,6149.33
"H02579","STATE 17","C7B","F",66,5305.82
"H02580","STATE 13","C1 ","M",66,
"H02581","STATE 17","C71","F",66,4786.51
"H02582","STATE 06","C7 ","F",66,4730.23
"H02583","STATE 07","C7 ","M",66,
"H02584","STATE 15","C7 ","M",66,4655.5
"H02585","STATE 03","C11","M",66,4330.47
"H02586","STATE 10","C71","M",66,4325.98
"H02587","STATE 15","C1 ","F",66,4305.96
"H02588","STATE 02","C71","M",66,4175.95
"H02589","STATE 02","C11","F",66,4093.72
"H02590","STATE 15","C71","M",66,3945.47
"H02591","STATE 02","C7 ","F",66,3418.02
"H02592","STATE 04","C71","M",66,3365.38
"H02593","STATE 17","C7 ","F",66,3229.29
"H02594","STATE 15","C7 ","F",66,3200.29
"H02595","STATE 17","C71","M",66,3167.49
"H02596","STATE 03","C71","M",66,3077.45
"H02597","STATE 06","C7 ","M",66,2893.39
"H02598","STATE 06","C1 ","M",66,2868.32
"H02599","STATE 10","C1C","M",66,2865.53
"H02600","STATE 02","C1 ","M",66,2797.4
"H02601","STATE 17","C7 ","M",66,2775.76
"H02602","STATE 15","C11","M",66,2653.4
"H02603","STATE 15","C1 ","M",66,2580.07
"H02604","STATE 15","C11",,66,2572.22
"H02605","STATE 04","C71","M",66,2551.38
"H02606","STATE 06","C1 ","M",66,2434.38
"H02607","STATE 03","C1B","F",66,2194.21
"H02608","STATE 02","F71","M",66,2149.87
"H02609","STATE 14","C7 ","M",66,2135.86
"H02610","STATE 04","C7 ","F",66,1939.67
"H02611","STATE 15","C7B","M",66,1911.4
"H02612","STATE 02","C71","M",66,1835
"H02613","STATE 15","C7 ","F",66,1712.27
"H02614","STATE 10","C1A","M",66,1712.13
"H02615","STATE 02","C7B","M",66,1711.12
"H02616","STATE 04","C72","F",66,1680.86
"H02617","STATE 15","C1 ","M",66,1606.17
"H02618","STATE 04","C72","M",66,1516.88
"H02619","STATE 13","C71","F",66,1488.46
"H02620","STATE 02","C1 ","F",66,1484.85
"H02621","STATE 04","C7 ","F",66,1455.09
"H02622","STATE 17","C7 ","M",66,1449.03
"H02623","STATE 15","C71",,66,1425.58
"H02624","STATE 07","C7 ","F",66,1396.61
"H02625","STATE 14","F1 ","M",66,1377.31
"H02626","STATE 13","C1B","M",66,1360.8
"H02627","STATE 15","C7 ","M",66,1346.19
"H02628","STATE 15","C1 ","F",66,1320.95
"H02629","STATE 06","C1A","F",66,1275.19
"H02630","STATE 04","C7 ","M",66,1247.2
"H02631","STATE 02","C11","M",66,1179.22
"H02632","STATE 15","C1 ","F",,1165.93
"H02633","STATE 15","C11","M",66,1108.42
"H02634","STATE 15","C11","M",66,1097.72
"H02635","STATE 15","C7 ","M",66,1092.47
"H02636","STATE 15","C1 ","M",66,1086.77
"H02637","STATE 17","C7B",,66,1035.16
"H02638","STATE 17","C7 ","M",66,1028.73
"H02639","STATE 04","C71","F",66,1001.76
"H02640","STATE 10","C71","M",66,1000
"H02641","STATE 15","C1B","F",66,1000
"H02642","STATE 04","C71","M",66,994.45
"H02643","STATE 15","C7A","F",66,993.15
"H02644","STATE 10","C71","M",66,989.59
"H02645","STATE 04","C71","M",66,987
"H02646","STATE 02","C7 ","M",66,977.46
"H02647","STATE 07","C7 ","M",66,974.34
"H02648","STATE 04","C71","F",,970.83
"H02649","STATE 02","F71","M",66,970.57
"H02650","STATE 02","C1 ","M",66,928.69
"H02651","STATE 02","C11","F",66,927.2
"H02652","STATE 02","C72","M",66,925.05
"H02653","STATE 03","C1 ","M",66,901.06
"H02654","STATE 06","C7 ","M",66,891.09
"H02655","STATE 10","C71","M",66,882.77
"H02656","STATE 03","C11","M",66,878.48
"H02657","STATE 10","C71","M",66,875.87
"H02658","STATE 02","C7B","F",66,869.62
"H02659","STATE 15","C11","M",66,829.65
"H02660","STATE 17","C71","F",66,825.34
"H02661","STATE 02","C7 ","F",66,822.31
"H02662","STATE 07","C71","M",66,818.44
"H02663","STATE 12","C7 ","M",66,811.97
"H02664","STATE 13","C7 ","M",66,809.59
"H02665","STATE 02","C1 ","F",,805.95
"H02666","STATE 02","C7 ","M",66,787.5
"H02667","STATE 02","C1B","F",66,784.36
"H02668","STATE 15","C7A","M",66,740.61
"H02669","STATE 15","C7A","M",66,732.37
"H02670","STATE 15","C1 ","M",66,726.58
"H02671","STATE 02","C1A","M",66,724.4
"H02672","STATE 10","C7 ","F",66,709.73
"H02673","STATE 03","C7 ","M",66,679.51
"H02674","STATE 17","C7 ","F",,670.77
"H02675","STATE 15","C71","M",66,641.4
"H02676","STATE 15","C11","M",66,639.35
"H02677","STATE 04","C71",,66,638.99
"H02678","STATE 15","C1 ","M",66,631.16
"H02679","STATE 15","C11","F",66,626.3
"H02680","STATE 03","F7 ","M",,599.47
"H02681","STATE 04","C7 ","M",66,577.45
"H02682","STATE 04","C71","M",66,575.48
"H02683","STATE 06","C71","M",66,570.37
"H02684","STATE 15","C7 ","M",66,546.32
"H02685","STATE 17","C71","F",66,540.51
"H02686","STATE 15","C7 ","M",66,536.11
"H02687","STATE 17","C71","F",66,533.33
"H02688","STATE 13","C1 ","F",66,523.61
"H02689","STATE 04","C71","M",66,515.28
"H02690","STATE 12","C1 ","F",66,513.92
"H02691","STATE 15","C7B","F",66,505.79
"H02692","STATE 13","C11","M",66,487.52
"H02693","STATE 02","C7 ","M",66,473.93
"H02694","STATE 15","C71","M",66,473.91
"H02695","STATE 02","F1 ","M",66,470.76
"H02696","STATE 10","C71","M",66,464.59
"H02697","STATE 02","C7 ","M",66,463.87
"H02698","STATE 15","C11","M",66,460.36
"H02699","STATE 04","C7 ","F",66,458.78
"H02700","STATE 02","C11","M",66,455.71
"H02701","STATE 15","C11","M",66,443.52
"H02702","STATE 04","C71","F",66,429.27
"H02703","STATE 02","C7 ","M",66,426.67
"H02704","STATE 02","C7 ","F",66,417.22
"H02705","STATE 04","C7 ","F",66,415.68
"H02706","STATE 15","C71","M",66,379.86
"H02707","STATE 13","C11","M",66,373.08
"H02708","STATE 02","C11","M",66,370.78
"H02709","STATE 15","C7 ","M",,348.53
"H02710","STATE 02","C1 ","M",66,339.86
"H02711","STATE 06","C11","F",66,339.24
"H02712","STATE 15","C71","M",66,321.78
"H02713","STATE 04","C7 ","M",66,319.56
"H02714","STATE 15","C71","M",66,318.05
"H02715","STATE 03","C1 ","F",66,312.52
"H02716","STATE 15","C7 ","F",66,312.12
"H02717","STATE 04","C7 ","F",66,307.89
"H02718","STATE 17","C71","M",66,303.24
"H02719","STATE 04","C71","M",66,301.73
"H02720","STATE 02","C11","M",66,291.92
"H02721","STATE 01","F7 ","F",66,288.4
"H02722","STATE 13","C7 ","F",66,281.04
"H02723","STATE 03","F71","M",66,278.45
"H02724","STATE 02","C11","M",66,266.5
"H02725","STATE 07","C71",,66,257.01
"H02726","STATE 01","C1 ","F",66,240.86
"H02727","STATE 15","C7B","F",66,208.09
"H02728","STATE 02","C71","M",66,201.72
"H02729","STATE 15","C7 ","M",66,189.9
"H02730","STATE 02","C7 ","M",66,165.72
"H02731","STATE 04","C7 ","M",66,150
"H02732","STATE 15","C1 ","F",66,134.4
"H02733","STATE 12","C71","M",66,129.18
"H02734","STATE 17","C71","F",66,121.78
"H02735","STATE 03","C7 ","F",66,106
"H02736","STATE 04","C71","M",66,66.78
"H02737","STATE 07","C7 ","F",,49.89
"H02738","STATE 15","C71","F",66,43
"H02739","STATE 04","C71","M",65,
"H02740","STATE 10","C7 ","M",65,
"H02741","STATE 04","C71","M",,7487.94
"H02742","STATE 12","C1A","M",,
"H02743","STATE 15","C1 ","M",65,
"H02744","STATE 15","C7 ","M",65,6017.22
"H02745","STATE 07","C7 ","M",65,5476.56
"H02746","STATE 02","C11","M",,5408.38
"H02747","STATE 02","C71","M",65,5232.51
"H02748","STATE 06","C71","M",65,5217.91
"H02749","STATE 15","C71","M",65,4980.09
"H02750","STATE 02","C1 ","M",65,4929.65
"H02751","STATE 02","C11","F",65,4398.4
"H02752","STATE 01","F1 ","M",65,4381.34
"H02753","STATE 02","C71","F",65,4023.27
"H02754","STATE 06","C7 ","F",65,3966.43
"H02755","STATE 06","C11","M",65,3895.54
"H02756","STATE 02","C71","M",65,3850
"H02757","STATE 12","C7 ","M",65,3817.04
"H02758","STATE 02","C7A","M",65,3609.66
"H02759","STATE 12","C11","M",65,3371.68
"H02760","STATE 15","C7B","F",65,3331.45
"H02761","STATE 15","C7 ","F",65,3131.11
"H02762","STATE 07","C71","M",65,3045.66
"H02763","STATE 02","C72","M",65,2815.07
"H02764","STATE 13","C71","M",65,2641.49
"H02765","STATE 15","C71",,65,2625.58
"H02766","STATE 15","C11","F",65,2615.88
"H02767","STATE 15","C1C","M",65,2532.6
"H02768","STATE 10","C7 ","F",65,2428.1
"H02769","STATE 15","C71","M",65,2373.49
"H02770","STATE 06","C1 ","F",65,2348.81
"H02771","STATE 02","C71","M",65,2344.69
"H02772","STATE 06","C1 ",,65,2284.45
"H02773","STATE 15","C7B","M",65,2241.67
"H02774","STATE 15","C7 ","M",,2179.29
"H02775","STATE 02","C11","M",65,2102.41
"H02776","STATE 15","C7 ","F",65,2075
"H02777","STATE 02","C71","F",65,2063.7
"H02778","STATE 15","C7B","F",65,2063
"H02779","STATE 02","C7 ","M",65,1948.32
"H02780","STATE 15","C71","M",65,1914.81
"H02781","STATE 15","C71",,65,1890.01
"H02782","STATE 02","C1B","M",65,1884.83
"H02783","STATE 03","C7 ","M",65,1879
"H02784","STATE 15","C71","F",65,1858.45
"H02785","STATE 06","C1 ","F",65,1855.85
"H02786","STATE 06","C7 ","M",65,1848.28
"H02787","STATE 15","C7 ",,65,1812.47
"H02788","STATE 15","C71","M",65,1729.67
"H02789","STATE 15","C1 ","M",65,1727.9
"H02790","STATE 15","C1 ","F",65,1711.62
"H02791","STATE 15","F7 ","M",65,1667.74
"H02792","STATE 10","C7 ","F",65,1577.78
"H02793","STATE 13","C1A","M",65,1528.3
"H02794","STATE 06","C1 ","M",65,1511.97
"H02795","STATE 10","C7 ","M",65,1511
"H02796","STATE 15","C71","M",65,1450
"H02797","STATE 15","C1B","F",65,1431.81
"H02798","STATE 06","C1 ",,65,1428.99
"H02799","STATE 07","C7 ","F",65,1410.65
"H02800","STATE 06","C7 ","M",65,1344.17
"H02801","STATE 07","C7B","F",65,1343.68
"H02802","STATE 10","C71","M",65,1276.89
"H02803","STATE 02","C1 ","F",65,1268.78
"H02804","STATE 02","C1B","M",65,1237
"H02805","STATE 06","C11","F",65,1226.28
"H02806","STATE 02","C7B","M",65,1194.34
"H02807","STATE 06","C1 ","F",65,1175.01
"H02808","STATE 15","C1 ","M",65,1163.93
"H02809","STATE 07","C7 ",,65,1122.12
